ICAO.Code,IATA.Code,Airport.Name,City,Country,Latitude,Longitude
FQMA,MPM,MAPUTO,MAPUTO,MOZAMBIQUE,-25.921,32.573
FQMD,N/A,MUEDA,MUEDA,MOZAMBIQUE,-11.673,39.563
FQMP,MZB,MOCIMBOA DA PRAIA,MOCIMBOA DA PRAIA,MOZAMBIQUE,-11.362,40.355
FQMR,N/A,MARRUPA,MARRUPA,MOZAMBIQUE,-13.225,37.552
FQMU,N/A,N/A,MUTARARA,MOZAMBIQUE,0,0
FQNC,MNC,NACALA,NACALA,MOZAMBIQUE,-14.488,40.712
FQNP,APL,NAMPULA,NAMPULA,MOZAMBIQUE,-15.106,39.282
FQPB,POL,PEMBA,PEMBA,MOZAMBIQUE,-12.987,40.522
FQPO,N/A,N/A,PONTA DO OURO,MOZAMBIQUE,0,0
FQQL,UEL,QUELIMANE,QUELIMANE,MOZAMBIQUE,-17.856,36.869
FQSG,N/A,SONGO,SONGO,MOZAMBIQUE,-15.602,32.773
FQTT,TET,TETE CHINGOZI,TETE,MOZAMBIQUE,-16.105,33.64
FQUG,N/A,ULONGWE,ULONGWE,MOZAMBIQUE,-14.704,34.352
FQVL,VNX,VILANKULO,VILANKULU,MOZAMBIQUE,-22.018,35.313
FQXA,N/A,N/A,XAI-XAI,MOZAMBIQUE,0,0
FSAL,N/A,ALPHONSE,ALPHONSE,SEYCHELLES,-7.005,52.726
FSDA,N/A,N/A,DARROS ISLAND,SEYCHELLES,0,0
FSDR,DES,DESROCHES,DESROCHES,SEYCHELLES,-5.696,53.654
FSFA,N/A,FARQUHAR,FARQUHAR,SEYCHELLES,-10.109,51.176
FSIA,SEZ,SEYCHELLES INTERNATIONAL,MAHE,SEYCHELLES,-4.674,55.522
FSMA,N/A,N/A,MARIE LOUISE,SEYCHELLES,0,0
FSPL,N/A,N/A,PLATTE,SEYCHELLES,0,0
FSPP,PRI,PRASLIN,PRASLIN,SEYCHELLES,-4.319,55.691
FSSA,N/A,N/A,ASTOVE,SEYCHELLES,0,0
FSSB,BDI,N/A,BIRD ISLAND,SEYCHELLES,0,0
FSSC,N/A,COETIVY,COETIVY,SEYCHELLES,-7.164,56.264
FSSD,DEI,N/A,DENIS ISLAND,SEYCHELLES,0,0
FSSF,N/A,N/A,FREGATE ISLAND,SEYCHELLES,0,0
FSSR,N/A,N/A,REMIRE,SEYCHELLES,0,0
FTTA,SRH,SARH,SARH,CHAD,9.151,18.379
FTTB,OGR,N/A,BONGOR,CHAD,0,0
FTTC,AEH,ABECHE,ABECHE,CHAD,13.847,20.844
FTTD,MQQ,MOUNDOU,MOUNDOU,CHAD,8.62,16.068
FTTE,N/A,N/A,BILTINE,CHAD,0,0
FTTF,N/A,N/A,FADA,CHAD,0,0
FTTG,N/A,N/A,GOZ-BEIDA,CHAD,0,0
FTTI,ATV,N/A,ATI,CHAD,0,0
FTTJ,NDJ,NDJAMENA,N'DJAMENA,CHAD,12.134,15.034
FTTK,BKR,N/A,BOKORO,CHAD,0,0
FTTL,OTC,N/A,BOL,CHAD,0,0
FTTM,MVO,N/A,MONGO,CHAD,0,0
FTTN,AMC,N/A,AM-TIMAN,CHAD,0,0
FTTP,PLF,PALA,PALA,CHAD,9.379,14.926
FTTR,N/A,N/A,ZOUAR,CHAD,0,0
FTTS,OUT,N/A,BOUSSO,CHAD,0,0
FTTU,AMO,N/A,MAO,CHAD,0,0
FTTY,FYT,FAYA LARGEAU,FAYA-LARGEAU,CHAD,17.917,19.111
FTTZ,N/A,N/A,BARDAI,CHAD,0,0
FVBB,N/A,N/A,BEIT BRIDGE,ZIMBABWE,0,0
FVBD,N/A,N/A,BINDURA,ZIMBABWE,0,0
FVBI,N/A,N/A,BINGA,ZIMBABWE,0,0
FVBU,BUQ,JOSHUA MQABUKO NKOMO INTERNATIONAL,BULAWAYO,ZIMBABWE,-20.017,28.618
FVCH,N/A,N/A,CHIPINGE,ZIMBABWE,0,0
FVCP,N/A,HARARE CHARLES PRINCE,HARARE,ZIMBABWE,-17.751,30.924
FVCZ,BFO,CHIREDZI BUFFALO RANGE,CHIREDZI,ZIMBABWE,-21.008,31.578
FVFA,VFA,VICTORIA FALLS INTERNATIONAL,VICTORIA FALLS,ZIMBABWE,-18.096,25.839
FVGO,N/A,N/A,GOKWE,ZIMBABWE,0,0
FVGR,UTA,MUTARE GRAND REEF,MUTARE,ZIMBABWE,-18.977,32.451
FVGW,GWE,N/A,GWERU,ZIMBABWE,0,0
FVHA,HRE,HARARE INTERNATIONAL,HARARE,ZIMBABWE,-17.932,31.093
FVIN,N/A,N/A,BULAWAYO,ZIMBABWE,0,0
FVKA,N/A,N/A,KAROI,ZIMBABWE,0,0
FVKB,KAB,KARIBA INTERNATIONAL,KARIBA,ZIMBABWE,-16.52,28.885
FVKK,N/A,N/A,KWEKWE,ZIMBABWE,0,0
FVMT,N/A,MUTOKO,MUTOKO,ZIMBABWE,-17.432,32.184
FVMU,N/A,MUTARE,MUTARE,ZIMBABWE,-18.998,32.627
FVMV,MVZ,MASVINGO,MASVINGO,ZIMBABWE,-20.055,30.859
FVRU,N/A,N/A,RUSAPE,ZIMBABWE,0,0
FVSH,N/A,ZVISHAVANE,ZVISHAVANE,ZIMBABWE,-20.289,30.088
FVSV,VFA,N/A,VICTORIA FALLS,ZIMBABWE,0,0
FVTL,GWE,GWERU THORNHILL,GWERT,ZIMBABWE,-19.437,29.862
FVWN,WKM,HWANGE NATIONAL PARK,HWANGE NATIONAL PARK,ZIMBABWE,-18.63,27.021
FVZC,N/A,ZISCO,ZISCO,ZIMBABWE,-19.029,29.722
FWBG,N/A,N/A,BANGULA,MALAWI,0,0
FWCB,N/A,N/A,CHILUMBA,MALAWI,0,0
FWCC,N/A,N/A,CHINTHECHE,MALAWI,0,0
FWCD,N/A,N/A,CHELINDA,MALAWI,0,0
FWCL,BLZ,CHILEKA INTERNATIONAL,BLANTYRE,MALAWI,-15.679,34.974
FWCM,N/A,N/A,CLUB MAKOKOLA,MALAWI,0,0
FWCS,N/A,N/A,NTCHISI,MALAWI,0,0
FWCT,N/A,N/A,CHITIPA,MALAWI,0,0
FWDW,DWA,N/A,DWANGWA,MALAWI,0,0
FWDZ,N/A,N/A,DEDZA,MALAWI,0,0
FWKA,KGJ,KARONGA,KARONGA,MALAWI,-9.953,33.893
FWKB,N/A,N/A,KATUMBI,MALAWI,0,0
FWKG,N/A,KASUNGU,KASUNGU,MALAWI,-13.014,33.468
FWKI,LLW,N/A,LILONGWE,MALAWI,0,0
FWKK,N/A,N/A,NKHOTAKOTA,MALAWI,0,0
FWLK,N/A,N/A,LIKOMA,MALAWI,0,0
FWLP,N/A,N/A,KASUNGU,MALAWI,0,0
FWMC,N/A,N/A,MCHINJI,MALAWI,0,0
FWMG,N/A,MARIANNA MUNI,MANGOCHI,MALAWI,30.838,-85.182
FWMY,MYZ,N/A,MONKEY BAY,MALAWI,0,0
FWMZ,N/A,N/A,MZIMBA,MALAWI,0,0
FWSJ,N/A,N/A,NSANJE,MALAWI,0,0
FWSM,LMB,N/A,SALIMA,MALAWI,0,0
FWSU,N/A,N/A,NCHALO,MALAWI,0,0
FWUU,ZZU,MZUZU,MZUZU,MALAWI,-11.445,34.012
FXBB,N/A,N/A,BOBETE,LESOTHO,0,0
FXKB,N/A,N/A,KOLBERG,LESOTHO,0,0
FXKY,N/A,N/A,KUEBUNYANE,LESOTHO,0,0
FXLK,N/A,N/A,LEBAKENG,LESOTHO,0,0
FXLR,LRB,N/A,LERIBE,LESOTHO,0,0
FXLS,LES,N/A,LESOBENG,LESOTHO,0,0
FXLT,N/A,N/A,LETSENG,LESOTHO,0,0
FXMA,N/A,N/A,MATSAILE,LESOTHO,0,0
FXMF,MFC,N/A,MAFETENG,LESOTHO,0,0
FXMH,N/A,N/A,MOHALES'HOEK,LESOTHO,0,0
FXMK,MKH,N/A,MOKHOTLONG,LESOTHO,0,0
FXML,N/A,N/A,MALEFILOANE,LESOTHO,0,0
FXMM,MSU,MOSHOESHOE I INTERNATIONAL,MASERU,LESOTHO,-29.462,27.553
FXMN,N/A,N/A,MANTSONYANE,LESOTHO,0,0
FXMP,N/A,N/A,MOHLALAPENG,LESOTHO,0,0
FXMS,N/A,N/A,MASHAI STORE,LESOTHO,0,0
FXMT,N/A,N/A,MATABENG STORE,LESOTHO,0,0
FXMU,N/A,MEJAMETALANA,MASERU,LESOTHO,-29.304,27.503
FXMV,N/A,N/A,MATABENG VILLAGE,LESOTHO,0,0
FXNH,N/A,N/A,NOHANAS,LESOTHO,0,0
FXNK,NKU,N/A,NKAUS,LESOTHO,0,0
FXPG,N/A,N/A,PELANENG,LESOTHO,0,0
FXQG,N/A,N/A,QUTHING,LESOTHO,0,0
FXQN,UNE,N/A,QACHAS NEK,LESOTHO,0,0
FXSE,N/A,N/A,SEHLABATHEBE,LESOTHO,0,0
FXSH,SHK,N/A,SEHONGHONG,LESOTHO,0,0
FXSK,N/A,N/A,SEKAKE,LESOTHO,0,0
FXSM,SOK,N/A,SEMONKONG,LESOTHO,0,0
FXSS,N/A,N/A,SESHOTE,LESOTHO,0,0
FXST,N/A,N/A,ST. THERESA,LESOTHO,0,0
FXTA,N/A,N/A,THABA TSEKA,LESOTHO,0,0
FXTB,N/A,N/A,TEBELLONG,LESOTHO,0,0
FXTK,N/A,N/A,TLOKOENG,LESOTHO,0,0
FZAA,FIH,KINSHASA NDJILI INTERNATIONAL,KINSHASA,ZAIRE,-4.386,15.444
FZAB,NLO,KINSHASA NDOLO,KINSHASA,ZAIRE,-4.325,15.328
FZAD,N/A,N/A,CELO-ZONGO,ZAIRE,0,0
FZAE,N/A,N/A,KIMPOKO,ZAIRE,0,0
FZAF,N/A,N/A,NSANGI,ZAIRE,0,0
FZAG,MNB,MUANDA,MUANDA,ZAIRE,-5.931,12.352
FZAH,N/A,N/A,TSHELA,ZAIRE,0,0
FZAI,N/A,KITONA BASE,KITONA BASE,ZAIRE,-5.918,12.447
FZAJ,N/A,N/A,BOMA,ZAIRE,0,0
FZAL,N/A,N/A,LUOZI,ZAIRE,0,0
FZAM,MAT,MATADI TSHIMPI,MATADI,ZAIRE,-5.799,13.441
FZAN,N/A,N/A,INGA,ZAIRE,0,0
FZAP,N/A,N/A,LUKALA,ZAIRE,0,0
FZAR,N/A,N/A,NKOLO-FUMA,ZAIRE,0,0
FZAS,N/A,N/A,INKISI,ZAIRE,0,0
FZAU,N/A,N/A,KONDE,ZAIRE,0,0
FZAW,N/A,N/A,KWILU-GONGO,ZAIRE,0,0
FZAX,N/A,N/A,LUHEKI,ZAIRE,0,0
FZAY,N/A,N/A,MVULA-SANDA,ZAIRE,0,0
FZBA,INO,N/A,INONGO,ZAIRE,0,0
FZBB,N/A,N/A,BONGIMBA,ZAIRE,0,0
FZBC,N/A,N/A,BIKORO,ZAIRE,0,0
FZBD,N/A,N/A,OSHWE,ZAIRE,0,0
FZBE,N/A,N/A,BENO,ZAIRE,0,0
FZBF,N/A,N/A,BONTIKA,ZAIRE,0,0
FZBG,N/A,N/A,KEMPA,ZAIRE,0,0
FZBI,N/A,N/A,NIOKI,ZAIRE,0,0
FZBJ,N/A,N/A,MUSHIE,ZAIRE,0,0
FZBK,N/A,N/A,BOSOBE-BOSHWE,ZAIRE,0,0
FZBL,N/A,N/A,DJOKELE,ZAIRE,0,0
FZBM,N/A,N/A,BUTEMBO,ZAIRE,0,0
FZBN,N/A,N/A,MALEBO,ZAIRE,0,0
FZBO,FDU,BANDUNDU,BANDOUNDU,ZAIRE,-3.311,17.382
FZBP,N/A,N/A,NGEBOLOBO,ZAIRE,0,0
FZBQ,N/A,N/A,BINDJA,ZAIRE,0,0
FZBS,N/A,N/A,SEMENDUA,ZAIRE,0,0
FZBT,N/A,N/A,KIRI,ZAIRE,0,0
FZBU,N/A,N/A,IBEKE,ZAIRE,0,0
FZBV,N/A,N/A,KEMPILI,ZAIRE,0,0
FZBW,N/A,N/A,BOKOTE,ZAIRE,0,0
FZCA,KKW,KIKWIT,KIKWIT,ZAIRE,-5.036,18.786
FZCB,N/A,N/A,IDIOFA,ZAIRE,0,0
FZCD,N/A,N/A,VANGA,ZAIRE,0,0
FZCE,N/A,N/A,LUSANGA,ZAIRE,0,0
FZCF,N/A,N/A,KAHEMBA,ZAIRE,0,0
FZCI,N/A,N/A,BANGA,ZAIRE,0,0
FZCK,N/A,N/A,KAJIJI,ZAIRE,0,0
FZCL,N/A,N/A,BANZA-LUTE,ZAIRE,0,0
FZCO,N/A,N/A,BOKO,ZAIRE,0,0
FZCP,N/A,N/A,POPOKABAKA,ZAIRE,0,0
FZCR,N/A,N/A,BUSALA,ZAIRE,0,0
FZCS,N/A,N/A,KENGE,ZAIRE,0,0
FZCT,N/A,N/A,FATUNDU,ZAIRE,0,0
FZCU,N/A,N/A,ITO,ZAIRE,0,0
FZCV,N/A,N/A,MASI-MANIMBA,ZAIRE,0,0
FZCW,N/A,N/A,KIKONGO SUR WAMBA,ZAIRE,0,0
FZCX,N/A,N/A,KIMAFU,ZAIRE,0,0
FZCY,N/A,N/A,YUKI,ZAIRE,0,0
FZDA,N/A,N/A,MALANGA,ZAIRE,0,0
FZDB,N/A,N/A,KIMBAU,ZAIRE,0,0
FZDC,N/A,N/A,LUKUNI,ZAIRE,0,0
FZDD,N/A,N/A,WAMBEA-UADI,ZAIRE,0,0
FZDE,N/A,N/A,TONO,ZAIRE,0,0
FZDF,N/A,N/A,NZAMBA,ZAIRE,0,0
FZDG,N/A,N/A,NYANGA,ZAIRE,0,0
FZDH,N/A,N/A,NGI,ZAIRE,0,0
FZDJ,N/A,N/A,MUTENA,ZAIRE,0,0
FZDK,N/A,N/A,KIPATA KATIKA,ZAIRE,0,0
FZDL,N/A,N/A,KOLOKOSO,ZAIRE,0,0
FZDM,N/A,N/A,MASAMUNA,ZAIRE,0,0
FZDN,N/A,N/A,MONGO WA KENDA,ZAIRE,0,0
FZDO,MNB,N/A,MOANZA,ZAIRE,0,0
FZDP,N/A,N/A,MUKEDI,ZAIRE,0,0
FZDT,N/A,N/A,MATARI,ZAIRE,0,0
FZDY,N/A,N/A,MISAY,ZAIRE,0,0
FZEA,MDK,MBANDAKA,MBANDAKA,ZAIRE,0.022,18.289
FZEB,N/A,N/A,MONIEKA,ZAIRE,0,0
FZEG,N/A,N/A,LOKOLELA,ZAIRE,0,0
FZEI,N/A,N/A,INGENDE,ZAIRE,0,0
FZEM,N/A,N/A,YEMBE-MOKE,ZAIRE,0,0
FZEN,BSU,N/A,BASANKUSU,ZAIRE,0,0
FZEO,N/A,N/A,BEONGO,ZAIRE,0,0
FZEP,N/A,N/A,MENTOLE,ZAIRE,0,0
FZER,N/A,N/A,KODORO,ZAIRE,0,0
FZFA,N/A,N/A,LIBENGE,ZAIRE,0,0
FZFB,N/A,N/A,IMASSE,ZAIRE,0,0
FZFD,BDT,GBADOLITE,GBADOLITE,ZAIRE,4.253,20.975
FZFE,N/A,N/A,ABUMUMBAZI,ZAIRE,0,0
FZFF,N/A,N/A,BAU,ZAIRE,0,0
FZFG,N/A,N/A,BOKADA,ZAIRE,0,0
FZFH,N/A,N/A,MOKARIA-YAMOLETA,ZAIRE,0,0
FZFJ,N/A,N/A,GOYONGO,ZAIRE,0,0
FZFK,GMA,GEMENA,GEMENA,ZAIRE,3.235,19.771
FZFL,N/A,N/A,KALA,ZAIRE,0,0
FZFN,N/A,N/A,LOMBO,ZAIRE,0,0
FZFP,N/A,KOTAKOLI,KOTAKOLI,ZAIRE,4.158,21.651
FZFQ,N/A,N/A,MPAKA,ZAIRE,0,0
FZFS,N/A,N/A,KARAWA,ZAIRE,0,0
FZFT,N/A,N/A,TANDALA,ZAIRE,0,0
FZFU,BMB,N/A,BUMBA,ZAIRE,0,0
FZFV,N/A,N/A,GBADO,ZAIRE,0,0
FZFW,N/A,N/A,GWAKA,ZAIRE,0,0
FZGA,LIQ,LISALA,LISALA,ZAIRE,2.171,21.497
FZGB,N/A,N/A,BOSONDJO,ZAIRE,0,0
FZGD,N/A,N/A,BOKENGE,ZAIRE,0,0
FZGE,N/A,N/A,BINGA,ZAIRE,0,0
FZGF,N/A,N/A,BOKUNGU,ZAIRE,0,0
FZGG,N/A,N/A,MONDOMBE,ZAIRE,0,0
FZGH,N/A,N/A,WEMA,ZAIRE,0,0
FZGI,N/A,N/A,YALINGIMBA,ZAIRE,0,0
FZGN,BNB,N/A,BOENDE,ZAIRE,0,0
FZGT,N/A,N/A,BOTEKA,ZAIRE,0,0
FZGV,N/A,N/A,IKELA,ZAIRE,0,0
FZGY,N/A,N/A,YEMO,ZAIRE,0,0
FZIA,FKI,KISANGANI SIMISINI,KISANGANI,ZAIRE,0.518,25.155
FZIF,N/A,N/A,UBUNDU,ZAIRE,0,0
FZIG,N/A,N/A,KM 95,ZAIRE,0,0
FZIK,N/A,N/A,KATENDE,ZAIRE,0,0
FZIR,N/A,N/A,YANGAMBI,ZAIRE,0,0
FZIZ,N/A,N/A,LOKUTU,ZAIRE,0,0
FZJB,N/A,N/A,DOKO,ZAIRE,0,0
FZJF,N/A,N/A,ABA,ZAIRE,0,0
FZJH,IRP,ISIRO MATARI,ISIRO,ZAIRE,2.827,27.588
FZJI,N/A,N/A,WATSHA,ZAIRE,0,0
FZJK,N/A,N/A,FARADJE,ZAIRE,0,0
FZJR,N/A,N/A,KEREKERE,ZAIRE,0,0
FZKA,BUX,BUNIA,BUNIA,ZAIRE,1.566,30.221
FZKB,N/A,N/A,BAMBILI-DINGILA,ZAIRE,0,0
FZKC,N/A,N/A,MAHAGI,ZAIRE,0,0
FZKF,N/A,N/A,KILOMINES,ZAIRE,0,0
FZKI,N/A,N/A,YEDI,ZAIRE,0,0
FZKJ,N/A,BUTA ZEGA,BUTA ZEGA,ZAIRE,2.818,24.794
FZKN,N/A,N/A,AKETI,ZAIRE,0,0
FZKO,N/A,N/A,ANGO,ZAIRE,0,0
FZKP,N/A,N/A,BONDO,ZAIRE,0,0
FZMA,BKY,BUKAVU KAVUMU,BUKAVU/KAVUMU,ZAIRE,-2.309,28.809
FZMC,N/A,N/A,MULUNGU,ZAIRE,0,0
FZMK,N/A,N/A,BULONGE-KIGOGO,ZAIRE,0,0
FZMN,N/A,N/A,KABALO,ZAIRE,0,0
FZMP,N/A,N/A,KIMANO II,ZAIRE,0,0
FZMW,N/A,N/A,SHABUNDA,ZAIRE,0,0
FZNA,GOM,GOMA,GOMA,ZAIRE,-1.671,29.238
FZNC,N/A,N/A,RUTSHURU,ZAIRE,0,0
FZNF,N/A,N/A,LUBERO,ZAIRE,0,0
FZNI,N/A,N/A,ISHASHA,ZAIRE,0,0
FZNK,N/A,N/A,KATANDA,ZAIRE,0,0
FZNM,N/A,N/A,MWESO,ZAIRE,0,0
FZNP,BNC,N/A,BENI,ZAIRE,0,0
FZNR,N/A,N/A,RUINDI,ZAIRE,0,0
FZNT,N/A,N/A,MUTWANGA,ZAIRE,0,0
FZOA,KND,KINDU,KINDU,ZAIRE,-2.919,25.915
FZOB,N/A,N/A,TINGI-TINGI,ZAIRE,0,0
FZOC,N/A,N/A,KALIMA-KAMISUKU,ZAIRE,0,0
FZOD,N/A,N/A,KALIMA,ZAIRE,0,0
FZOE,N/A,N/A,KAMPENE,ZAIRE,0,0
FZOF,KWH,N/A,KIAPUPE,ZAIRE,0,0
FZOG,N/A,N/A,LULINGU-TSHIOKA,ZAIRE,0,0
FZOH,N/A,N/A,MOGA,ZAIRE,0,0
FZOJ,N/A,N/A,OBOKOTE,ZAIRE,0,0
FZOK,N/A,N/A,KASONGO,ZAIRE,0,0
FZOO,N/A,N/A,KAILO,ZAIRE,0,0
FZOP,N/A,N/A,PUNIA,ZAIRE,0,0
FZOS,N/A,N/A,KASESE,ZAIRE,0,0
FZPB,N/A,N/A,KAMITUGA,ZAIRE,0,0
FZQA,FBM,LUBUMBASHI INTERNATIONAL,LUBUMASHI,ZAIRE,-11.591,27.531
FZQC,N/A,N/A,PWETO,ZAIRE,0,0
FZQD,N/A,N/A,MULUNGWISHI,ZAIRE,0,0
FZQF,N/A,N/A,FUNGURUME,ZAIRE,0,0
FZQG,N/A,N/A,KASENGA,ZAIRE,0,0
FZQH,N/A,N/A,KATWE,ZAIRE,0,0
FZQI,N/A,N/A,KAMATANDA,ZAIRE,0,0
FZQJ,N/A,N/A,MWADINGUSHA,ZAIRE,0,0
FZQM,KWZ,KOLWEZI,KOLWEZI,ZAIRE,-10.766,25.506
FZQN,N/A,N/A,MUTSHATSHA,ZAIRE,0,0
FZQO,N/A,N/A,LUBUMASHI,ZAIRE,0,0
FZQP,N/A,N/A,KISENGE,ZAIRE,0,0
FZQU,N/A,N/A,LUBUDI,ZAIRE,0,0
FZQW,N/A,N/A,LUISHI,ZAIRE,0,0
FZRA,N/A,N/A,MANONO,ZAIRE,0,0
FZRC,N/A,N/A,MUKOY,ZAIRE,0,0
FZRD,N/A,N/A,KABOMBO,ZAIRE,0,0
FZRF,FMI,KALEMIE,KALEMIE,ZAIRE,-5.876,29.25
FZRG,N/A,N/A,KANIA-SOMINKA,ZAIRE,0,0
FZRJ,N/A,N/A,PEPA,ZAIRE,0,0
FZRK,N/A,N/A,KANSIMBA,ZAIRE,0,0
FZRL,N/A,N/A,LUSINGA,ZAIRE,0,0
FZRN,N/A,N/A,NYUNZU,ZAIRE,0,0
FZRO,N/A,N/A,LUVUA,ZAIRE,0,0
FZRQ,KOO,N/A,KONGOLO,ZAIRE,0,0
FZSA,KMN,KAMINA BASE,KAMINA BASE,ZAIRE,-8.642,25.253
FZSB,N/A,N/A,KAMINA,ZAIRE,0,0
FZSC,N/A,N/A,SONGA,ZAIRE,0,0
FZSD,N/A,N/A,SANDOA,ZAIRE,0,0
FZSE,N/A,N/A,KANENE,ZAIRE,0,0
FZSI,N/A,N/A,DILOLO,ZAIRE,0,0
FZSJ,N/A,N/A,KASAJI,ZAIRE,0,0
FZSK,N/A,N/A,KAPANGA,ZAIRE,0,0
FZTK,N/A,N/A,KANIAMA,ZAIRE,0,0
FZTL,N/A,LUENA,LUENA,ZAIRE,-9.469,25.759
FZTS,N/A,N/A,KASESE,ZAIRE,0,0
FZUA,KGA,KANANGA,KANANGA,ZAIRE,-5.9,22.469
FZUE,N/A,N/A,LUBONDAIE,ZAIRE,0,0
FZUF,N/A,N/A,KASONGA,ZAIRE,0,0
FZUG,N/A,N/A,LUISA,ZAIRE,0,0
FZUH,N/A,N/A,MOMA,ZAIRE,0,0
FZUI,N/A,N/A,MBOI,ZAIRE,0,0
FZUJ,N/A,N/A,MUAMBI,ZAIRE,0,0
FZUK,TSH,N/A,TSHIKAPA,ZAIRE,0,0
FZUL,N/A,N/A,BULAPE,ZAIRE,0,0
FZUM,N/A,N/A,MUTOTO,ZAIRE,0,0
FZUN,N/A,N/A,LUEBO,ZAIRE,0,0
FZUO,N/A,N/A,MUSESE,ZAIRE,0,0
FZUR,N/A,N/A,TSHIBALA,ZAIRE,0,0
FZUS,N/A,N/A,TSHIKAJI,ZAIRE,0,0
FZUT,N/A,N/A,KATUBWE,ZAIRE,0,0
FZUU,N/A,N/A,LUTSHATSHA,ZAIRE,0,0
FZUV,N/A,N/A,KALONDA,ZAIRE,0,0
FZVA,LJA,N/A,LODJA,ZAIRE,0,0
FZVC,N/A,N/A,KOLE SUR LUKENIE,ZAIRE,0,0
FZVD,N/A,N/A,DINGELE,ZAIRE,0,0
FZVE,N/A,N/A,LOMELA,ZAIRE,0,0
FZVF,N/A,N/A,KUTUSONGO,ZAIRE,0,0
FZVG,N/A,N/A,KATAKO,ZAIRE,0,0
FZVH,N/A,N/A,SHONGAMBA,ZAIRE,0,0
FZVI,N/A,N/A,LUSAMBO,ZAIRE,0,0
FZVJ,N/A,N/A,TSHUMBE,ZAIRE,0,0
FZVK,N/A,N/A,LUKOMBE-BATWA,ZAIRE,0,0
FZVL,N/A,N/A,WASOLO,ZAIRE,0,0
FZVM,N/A,N/A,MWEKA,ZAIRE,0,0
FZVN,N/A,N/A,WEMBO-NYAMA,ZAIRE,0,0
FZVO,N/A,N/A,BENA-DIBELE,ZAIRE,0,0
FZVP,N/A,N/A,DIKUNGU,ZAIRE,0,0
FZVR,N/A,N/A,BASONGO,ZAIRE,0,0
FZVS,N/A,N/A,ILEBO,ZAIRE,0,0
FZVT,N/A,N/A,DEKESE,ZAIRE,0,0
FZVU,N/A,N/A,IDUMBE,ZAIRE,0,0
FZWA,MJM,MBUJI MAYI,MBUJI-MAYI,ZAIRE,-6.121,23.569
FZWB,N/A,N/A,BIBANGA,ZAIRE,0,0
FZWC,N/A,N/A,GANDAJIKA,ZAIRE,0,0
FZWE,N/A,N/A,MWENE-DITU,ZAIRE,0,0
FZWF,N/A,N/A,KIPUSHIA,ZAIRE,0,0
FZWI,N/A,N/A,KASHIA,ZAIRE,0,0
FZWR,N/A,N/A,KISENGWA,ZAIRE,0,0
FZWS,N/A,N/A,LUBAO,ZAIRE,0,0
FZWT,N/A,N/A,KABINDA,ZAIRE,0,0
GAAO,N/A,N/A,ANSONGO,MALI,0,0
GABD,N/A,N/A,BANDIAGARA,MALI,0,0
GABF,N/A,N/A,BAFOULABE,MALI,0,0
GABG,N/A,N/A,BOUGOUNI,MALI,0,0
GABR,N/A,N/A,BOUREM,MALI,0,0
GABS,BKO,BAMAKO SENOU,BAMAKO,MALI,12.533,-7.95
GADA,N/A,N/A,DIOILA,MALI,0,0
GADZ,N/A,N/A,DOUENTZA,MALI,0,0
GAFD,N/A,N/A,FALADIE,MALI,0,0
GAGL,N/A,N/A,AGUELHOC,MALI,0,0
GAGM,GUD,N/A,GOUNDAM,MALI,0,0
GAGO,GAQ,GAO,GAO,MALI,16.248,-0.005
GAGR,N/A,N/A,GOURMA-RHAROUS,MALI,0,0
GAHB,N/A,N/A,HOMBORI,MALI,0,0
GAKA,N/A,N/A,KENIEBA,MALI,0,0
GAKL,N/A,N/A,KIDAL,MALI,0,0
GAKM,N/A,N/A,KE-MACINA,MALI,0,0
GAKN,N/A,N/A,KOLOKANI,MALI,0,0
GAKO,KTX,N/A,KOUTIALA,MALI,0,0
GAKT,N/A,N/A,KITA,MALI,0,0
GAKY,KYS,KAYES,KAYES,MALI,14.431,-11.439
GAMA,N/A,N/A,MARKALA,MALI,0,0
GAMB,MZI,MOPTI AMBODEDJO,MOPTI,MALI,14.513,-4.079
GAMK,N/A,N/A,MENAKA,MALI,0,0
GANF,N/A,N/A,NIAFUNKE,MALI,0,0
GANK,NRM,N/A,NARA,MALI,0,0
GANR,NIX,NIORO,NIORO,MALI,15.239,-9.576
GASG,N/A,N/A,SEGOU,MALI,0,0
GASK,KSS,N/A,SIKASSO,MALI,0,0
GASN,N/A,N/A,SAN,MALI,0,0
GATB,TOM,TOMBOUCTOU,TOMBOUCTOU,MALI,16.73,-3.007
GATN,N/A,N/A,TAOUDENNI,MALI,0,0
GATS,N/A,TESSALIT,TESSALIT,MALI,20.246,0.981
GAYE,EYL,N/A,YELIMANE,MALI,0,0
GBYD,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652
GCFV,FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,28.453,-13.864
GCHI,VDE,HIERRO,HIERRO,CANARY ISLANDS,27.815,-17.887
GCLA,SPC,LA PALMA,SANTA CRUZ DE LA PALMA,SPAIN,28.626,-17.756
GCLP,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,27.932,-15.386
GCRR,ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28.945,-13.605
GCTS,TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,28.044,-16.572
GCXO,TFN,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,28.482,-16.341
